descriptio,flood_cd,perimeter,Shape_Length,Shape_Area
Floodway,200.000000000000000,548.47584,0.003450918921846,0.000000256852432
Normal River Channel,500.000000000000000,105.84277,0.001274787302444,0.000000016681455
Flood Fringe,100.000000000000000,null,0.000727923265863,0.000000023497611
Normal River Channel,500.000000000000000,1200.39435,0.015432825977407,0.000002478487962
Floodway,200.000000000000000,113.95709,0.001530802183328,0.000000042780518
Normal River Channel,500.000000000000000,1720.98253,0.019672007466419,0.000010258992495
Normal River Channel,500.000000000000000,976.39493,0.011233695589806,0.000005366972394
Floodway,200.000000000000000,335.30947,0.004329769506598,0.000000632327750
Flood Fringe,100.000000000000000,439.53108,0.004837792141722,0.000001492931928
Floodway,200.000000000000000,341.25482,0.004518856689405,0.000000523122388
Flood Fringe,100.000000000000000,null,0.003757498853089,0.000000229274902
Floodway,200.000000000000000,24.46186,0.000259146673980,0.000000003300519
Flood Fringe,100.000000000000000,142.43069,0.001558445300847,0.000000041391270
Normal River Channel,500.000000000000000,31.16762,0.000429122403460,0.000000000492816
Floodway,200.000000000000000,13.57032,0.000153917388923,0.000000001038406
Flood Fringe,100.000000000000000,1605.59633,0.022323065442224,0.000005472897433
Flood Fringe,100.000000000000000,1036.77551,0.013236883411531,0.000004358032693
Flood Fringe,100.000000000000000,null,0.006737264282091,0.000000943292557
Flood Fringe,100.000000000000000,null,0.001069937388517,0.000000055324735
Flood Fringe,100.000000000000000,null,0.003128059610009,0.000000201692449
Normal River Channel,500.000000000000000,31.22509,0.000410484051891,0.000000000493426
Floodway,200.000000000000000,452.25986,0.005527462735562,0.000001063804245
Flood Fringe,100.000000000000000,null,0.000202815929402,0.000000001639884
Floodway,200.000000000000000,1601.85551,0.017368519523404,0.000011195719379
Floodway,200.000000000000000,null,0.374782789429470,0.000045281458559
Flood Fringe,100.000000000000000,null,0.003505808164458,0.000000301406747
Flood Fringe,100.000000000000000,1796.03588,0.022381278809673,0.000004143410310
Flood Fringe,100.000000000000000,25.2351,0.000336569862047,0.000000000744385
Floodway,200.000000000000000,40.30633,0.000435644442488,0.000000008081317
Flood Fringe,100.000000000000000,null,0.003253836318809,0.000000107289758
Floodway,200.000000000000000,345.27689,0.004111238857704,0.000000319592542
Flood Fringe,100.000000000000000,1167.17724,0.014139522342805,0.000007723476710
Normal River Channel,500.000000000000000,3056.14981,0.030120270732510,0.000000043643322
Flood Fringe,100.000000000000000,450.74183,0.004948977740638,0.000001615253700
Normal River Channel,500.000000000000000,1053.15115,0.012281765328541,0.000004495211436
Normal River Channel,500.000000000000000,927.17954,0.010359433494820,0.000001875000514
Flood Fringe,100.000000000000000,4763.59176,0.057483756349569,0.000042220526369
Normal River Channel,500.000000000000000,783.45338,0.009612480332820,0.000001620339605
Floodway,200.000000000000000,14.72377,0.000168035384873,0.000000001747544
Normal River Channel,500.000000000000000,25219.1519,0.301758973407020,0.000049597616897
Floodway,200.000000000000000,89.12921,0.001018151638302,0.000000012380461
Flood Fringe,100.000000000000000,null,0.002634028963476,0.000000029812134
Flood Fringe,100.000000000000000,null,0.000351877379220,0.000000007668601
Normal River Channel,500.000000000000000,190.16333,0.002278935381409,0.000000318036458
Floodway,200.000000000000000,129.17246,0.001655714231708,0.000000086368843
Flood Fringe,100.000000000000000,null,0.002913389961767,0.000000228877996
Floodway,200.000000000000000,45.53827,0.000646901873380,0.000000002895085
Flood Fringe,100.000000000000000,null,0.002713902197147,0.000000241018622
Floodway,200.000000000000000,68.96848,0.000898076516720,0.000000028545517
Normal River Channel,500.000000000000000,40.11967,0.000467112666763,0.000000006851722
Normal River Channel,500.000000000000000,56.08257,0.000688655362261,0.000000014309474
Normal River Channel,500.000000000000000,782.13629,0.009493054864373,0.000003055010200
Normal River Channel,500.000000000000000,405.29553,0.004991489449967,0.000001034771286
Floodway,200.000000000000000,146.19341,0.001726570565429,0.000000110255700
Floodway,200.000000000000000,59.85142,0.000696290073636,0.000000012753299
Flood Fringe,100.000000000000000,null,0.001314647967754,0.000000006228150
Floodway,200.000000000000000,37433.2722,0.476516982401090,0.000048075398397
Flood Fringe,100.000000000000000,13.60515,0.000130297464610,0.000000000752068
Flood Fringe,100.000000000000000,null,0.003371629305686,0.000000228327385
Flood Fringe,100.000000000000000,null,0.008602331940052,0.000000566692018
Flood Fringe,100.000000000000000,3497.41916,0.045088087866273,0.000009479279739
Floodway,200.000000000000000,532.42505,0.007187616566249,0.000000881927501
Floodway,200.000000000000000,74.79834,0.001007519263884,0.000000019327215
Flood Fringe,100.000000000000000,null,0.000083433038910,0.000000000001163
Floodway,200.000000000000000,32.43045,0.000391286433801,0.000000004732283
Normal River Channel,500.000000000000000,187.35659,0.002251079630700,0.000000061524518
Flood Fringe,100.000000000000000,6196.32764,0.068995092906780,0.000044239212887
Floodway,200.000000000000000,1504.08865,0.019848796689481,0.000006483829325
Floodway,200.000000000000000,25.34825,0.000287595395774,0.000000003396819
Floodway,200.000000000000000,50.86404,0.000511564481283,0.000000014572622
Flood Fringe,100.000000000000000,null,0.002849077903356,0.000000127023812
Normal River Channel,500.000000000000000,433.08233,0.005087621216104,0.000001004717557
Flood Fringe,100.000000000000000,null,0.001417922084051,0.000000034370632
Flood Fringe,100.000000000000000,null,0.001804731975753,0.000000060796388
Flood Fringe,100.000000000000000,null,0.001028186568950,0.000000022351457
Flood Fringe,100.000000000000000,3957.71342,0.049074369684960,0.000011661512742
Normal River Channel,500.000000000000000,801.47768,0.009067994423648,0.000004409453419
Floodway,200.000000000000000,179.90821,0.002135293331916,0.000000205784393
Flood Fringe,100.000000000000000,null,0.003439842708077,0.000000160206505
Floodway,200.000000000000000,38.6206,0.000421512295328,0.000000003194093
Flood Fringe,100.000000000000000,101.07809,0.001334126116026,0.000000000807285
Floodway,200.000000000000000,596.00833,0.008128259060623,0.000001437297560
Flood Fringe,100.000000000000000,null,0.001016219541240,0.000000019140906
Flood Fringe,100.000000000000000,null,0.003374115779748,0.000000358524771
Flood Fringe,100.000000000000000,381.09297,0.004844696446584,0.000000995217477
Normal River Channel,500.000000000000000,39071.89811,0.340174440950459,0.000007061975370
Floodway,200.000000000000000,31.97873,0.000435405062654,0.000000005271750
Flood Fringe,100.000000000000000,385.52437,0.004257439253967,0.000000330253803
Floodway,200.000000000000000,42.82644,0.000428000356603,0.000000011490411
Flood Fringe,100.000000000000000,null,0.002261424788791,0.000000146445668
Flood Fringe,100.000000000000000,3183.80714,0.038234486984012,0.000024235703894
Flood Fringe,100.000000000000000,null,0.000549573955110,0.000000004892822
Flood Fringe,100.000000000000000,1760.83892,0.019729197071119,0.000002757453449
Floodway,200.000000000000000,42.971,0.000466482156405,0.000000011698134
Floodway,200.000000000000000,20.57731,0.000216621626184,0.000000003395967
Flood Fringe,100.000000000000000,null,0.005483749941424,0.000000600184708
Normal River Channel,500.000000000000000,2429.26405,0.026800051749076,0.000024034531546
Floodway,200.000000000000000,5053.42549,0.067411704650036,0.000029377974421
Normal River Channel,500.000000000000000,35.05,0.000349041574890,0.000000000554896
Flood Fringe,100.000000000000000,null,0.002490065543898,0.000000309493891
Floodway,200.000000000000000,8151.89822,0.087317832663513,0.000048143587961
Flood Fringe,100.000000000000000,11841.24762,0.139587766720475,0.000155558746557
Normal River Channel,500.000000000000000,1018.28524,0.012890121498775,0.000005083677306
Floodway,200.000000000000000,57.5913,0.000750163485594,0.000000021992579
Floodway,200.000000000000000,46.47763,0.000502157909331,0.000000006817491
Floodway,200.000000000000000,178.66698,0.002317247745620,0.000000192785318
Flood Fringe,100.000000000000000,null,0.031856138823216,0.000010247711482
Floodway,200.000000000000000,196.8635,0.002339417508467,0.000000211090688
Flood Fringe,100.000000000000000,1358.75056,0.015557990373625,0.000005312286567
Flood Fringe,100.000000000000000,null,0.002306639984210,0.000000038237270
Flood Fringe,100.000000000000000,null,0.000587239233295,0.000000014432425
Flood Fringe,100.000000000000000,null,0.007793113504584,0.000000542697036
Flood Fringe,100.000000000000000,null,0.002452329366098,0.000000031640352
Normal River Channel,500.000000000000000,22.91615,0.000276389888205,0.000000003457766
Floodway,200.000000000000000,102.65575,0.001335471771380,0.000000047180756
Flood Fringe,100.000000000000000,15355.15396,0.181788167027456,0.000162509856404
Flood Fringe,100.000000000000000,8930.24644,0.101489944321879,0.000055996799641
Floodplain,400.000000000000000,687.51752,0.009013669596441,0.000000824898192
Normal River Channel,500.000000000000000,709.60464,0.008891581247310,0.000002756207178
Floodway,200.000000000000000,90.39445,0.001128352218091,0.000000038418095
Flood Fringe,100.000000000000000,31.88433,0.000410854726054,0.000000000931277
Floodway,200.000000000000000,162.78367,0.001804162303182,0.000000062555548
Flood Fringe,100.000000000000000,null,0.002426247933036,0.000000257826304
Floodway,200.000000000000000,911.2534,0.011833938137286,0.000002191894665
Flood Fringe,100.000000000000000,null,0.002186952826634,0.000000082011579
Floodway,200.000000000000000,26.99489,0.000264966499650,0.000000004047969
Flood Fringe,100.000000000000000,58.19226,0.000630090931511,0.000000014397057
Floodway,200.000000000000000,8757.85896,0.110010451000990,0.000010202714644
Normal River Channel,500.000000000000000,377.71705,0.004048038074652,0.000000925861269
Normal River Channel,500.000000000000000,677.2002,0.008182972027523,0.000004104906978
Floodway,200.000000000000000,43.14671,0.000549864075663,0.000000011117650
Flood Fringe,100.000000000000000,null,0.003006784297373,0.000000159348625
Flood Fringe,100.000000000000000,null,0.000172347942727,0.000000001129041
Flood Fringe,100.000000000000000,null,0.004501198585952,0.000000365171435
Flood Fringe,100.000000000000000,3069.39405,0.041335006112842,0.000007933604449
Flood Fringe,100.000000000000000,2238.25941,0.029572202822346,0.000017481894836
Floodway,200.000000000000000,58.47759,0.000635577700583,0.000000003583053
Normal River Channel,500.000000000000000,943.55181,0.011651985026499,0.000002841052626
Floodway,200.000000000000000,238.5699,0.002530657752060,0.000000160199592
Floodway,200.000000000000000,23.02131,0.000305672138897,0.000000003410365
Flood Fringe,100.000000000000000,null,0.001565350723983,0.000000049466554
Floodway,200.000000000000000,34.05891,0.000345715740110,0.000000004623852
Flood Fringe,100.000000000000000,null,0.002767487212132,0.000000357192825
Floodway,200.000000000000000,756.9031,0.008813251517477,0.000001838849558
Floodway,200.000000000000000,123.61572,0.001629698977787,0.000000057079625
Normal River Channel,500.000000000000000,320.28695,0.003517610086245,0.000000263032699
Flood Fringe,100.000000000000000,null,0.005928765895261,0.000000280429276
Flood Fringe,100.000000000000000,null,0.004327314145411,0.000000795658291
Floodway,200.000000000000000,2301.25505,0.028327729460360,0.000003406384344
Floodway,200.000000000000000,272.00668,0.003762257348679,0.000000205295235
Flood Fringe,100.000000000000000,null,0.010214621402947,0.000003056908847
Flood Fringe,100.000000000000000,2970.25732,0.030116118867673,0.000014014139628
Flood Fringe,100.000000000000000,null,0.008200206594162,0.000000429017159
Flood Fringe,100.000000000000000,null,0.003891105809728,0.000000682594196
Normal River Channel,500.000000000000000,984.44298,0.010238108302069,0.000004178948272
Floodway,200.000000000000000,392.25364,0.005287550898995,0.000000102711122
Floodway,200.000000000000000,18598.89379,0.164442577052297,0.000101001713679
Normal River Channel,500.000000000000000,2038.45395,0.024212694911119,0.000014732884460
Flood Fringe,100.000000000000000,null,0.011113891528590,0.000000776272566
Normal River Channel,500.000000000000000,387.93032,0.004890289034513,0.000000191638415
Flood Fringe,100.000000000000000,null,0.004965979676598,0.000000602217789
Floodway,200.000000000000000,419.74586,0.005811750861849,0.000000765100081
Floodway,200.000000000000000,246.70782,0.002695533017193,0.000000298665516
Flood Fringe,100.000000000000000,247.18041,0.003040623445957,0.000000138374269
Floodway,200.000000000000000,3941.96319,0.038418571175273,0.000013716456684
Floodway,200.000000000000000,18.85674,0.000234414400145,0.000000002065453
Normal River Channel,500.000000000000000,571.48156,0.006370079701718,0.000000585470927
Floodway,200.000000000000000,1008.31718,0.010435215691460,0.000004166667375
Flood Fringe,100.000000000000000,null,0.006221372091794,0.000000548091920
Flood Fringe,100.000000000000000,null,0.005122729672392,0.000000253722023
Floodway,200.000000000000000,115.28093,0.001207236375625,0.000000059298450
Flood Fringe,100.000000000000000,689.53904,0.008925731879656,0.000000793591139
Normal River Channel,500.000000000000000,1444.45372,0.016610076388321,0.000008398635159
Floodway,200.000000000000000,148.63783,0.001951254477006,0.000000061481997
Floodway,200.000000000000000,23.88544,0.000278393201655,0.000000003565208
Normal River Channel,500.000000000000000,943.92496,0.011204539264510,0.000002364409598
Floodway,200.000000000000000,392.74029,0.005555766020046,0.000000119601075
Flood Fringe,100.000000000000000,null,0.000208614249630,0.000000001269621
Floodway,200.000000000000000,579.28565,0.005452074479421,0.000001015477820
Flood Fringe,100.000000000000000,null,0.006014619695178,0.000000953037460
Normal River Channel,500.000000000000000,32.73495,0.000304524874838,0.000000000517835
Floodway,200.000000000000000,71404.68521,0.271845545477083,0.000257630119165
Flood Fringe,100.000000000000000,null,0.006699985712894,0.000001245208305
Floodway,200.000000000000000,204.26275,0.002431128175114,0.000000162673608
Flood Fringe,100.000000000000000,58.33476,0.000757480668020,0.000000000607340
Normal River Channel,500.000000000000000,222.68202,0.002698011786739,0.000000269297568
Floodway,200.000000000000000,118.73173,0.001604807268697,0.000000053770807
Floodway,200.000000000000000,200.36628,0.002801937855154,0.000000065828931
Floodway,200.000000000000000,1176.43828,0.012169835121501,0.000006728184835
Flood Fringe,100.000000000000000,781.81714,0.008278424425642,0.000001896616255
Flood Fringe,100.000000000000000,null,0.001918727469253,0.000000058481226
Flood Fringe,100.000000000000000,null,0.001660698743355,0.000000040946061
Floodplain,400.000000000000000,111.94682,0.001436765614512,0.000000043650680
Flood Fringe,100.000000000000000,337.18154,0.004583139670438,0.000000001800130
Floodway,200.000000000000000,6201.017,0.070251502247541,0.000037552370158
Floodway,200.000000000000000,390.46087,0.005022719276468,0.000000415167288
Floodway,200.000000000000000,11.27276,0.000130151595811,0.000000001127368
Normal River Channel,500.000000000000000,49262.40636,0.416082099129749,0.000049470069588
Floodway,200.000000000000000,709.53471,0.009600741118138,0.000002077368952
Flood Fringe,100.000000000000000,null,0.004042906150535,0.000000585991926
Flood Fringe,100.000000000000000,null,0.002462750242609,0.000000253860333
Flood Fringe,100.000000000000000,null,0.001943512951245,0.000000061911718
Flood Fringe,100.000000000000000,null,0.002297022177744,0.000000115029217
Normal River Channel,500.000000000000000,2488.52884,0.030268460544575,0.000008981882888
